101110	2012-05-08	0 2 8	0												2																8		10	0:3
101111	2012-05-09	4 1 3					4							1												3							8	2:1
101112	2012-05-10	6 8 6							6												8								6				20	0:3
101113	2012-05-11	3 2 9				3									2																	9	14	2:1
101114	2012-05-12	0 7 4	0																	7							4						11	1:2
101115	2012-05-14	6 2 7							6						2															7			15	1:2
101116	2012-05-15	6 6 5							6										6									5					17	1:2
101117	2012-05-16	1 0 6		1									0																6				7	1:2
101118	2012-05-17	3 3 6				3										3													6				12	2:1
101119	2012-05-18	8 5 5									8							5										5					18	2:1
101120	2012-05-19	0 3 4	0													3											4						7	1:2
101121	2012-05-21	0 3 4	0													3											4						7	1:2
101122	2012-05-22	7 3 4								7						3											4						14	2:1
101123	2012-05-23	4 4 8					4										4														8		16	0:3
101124	2012-05-24	6 9 5							6													9						5					20	2:1
101125	2012-05-25	2 6 6			2														6										6				14	0:3
101126	2012-05-26	6 4 3							6								4									3							13	1:2
101127	2012-05-28	2 5 9			2													5														9	16	2:1
101128	2012-05-29	7 1 8								7				1																	8		16	2:1
101129	2012-05-30	7 5 6								7								5											6				18	2:1
101130	2012-05-31	1 7 9		1																7												9	17	3:0
101131	2012-06-01	8 3 7									8					3														7			18	2:1
101132	2012-06-02	0 2 5	0												2													5					7	1:2
101133	2012-06-04	3 0 8				3							0																		8		11	1:2
101134	2012-06-05	9 1 6										9		1															6				16	2:1
101135	2012-06-06	2 1 1			2									1										1									4	2:1
101136	2012-06-07	3 3 0				3										3							0										6	2:1
101137	2012-06-08	2 5 1			2													5						1									8	2:1
101138	2012-06-09	4 3 4					4									3											4						11	1:2
101139	2012-06-11	6 1 3							6					1												3							10	2:1
101140	2012-06-12	1 7 4		1																7							4						12	2:1
101141	2012-06-13	6 6 0							6										6				0										12	0:3
101142	2012-06-14	6 0 8							6				0																		8		14	0:3
101143	2012-06-15	6 4 0							6								4						0										10	0:3
101144	2012-06-16	3 5 4				3												5									4						12	2:1
101145	2012-06-18	5 0 3						5					0													3							8	2:1
101146	2012-06-19	2 5 2			2													5							2								9	1:2
101147	2012-06-20	5 3 8						5								3															8		16	2:1
101148	2012-06-21	0 6 4	0																6								4						10	0:3
101149	2012-06-22	3 2 2				3									2										2								7	1:2
101150	2012-06-23	6 6 3							6										6							3							15	1:2
101151	2012-06-25	7 1 4								7				1													4						12	2:1
101152	2012-06-26	7 6 1								7									6					1									14	2:1
101153	2012-06-27	6 0 3							6				0													3							9	1:2
101154	2012-06-28	6 7 3							6											7						3							16	2:1
101155	2012-06-29	5 8 6						5													8								6				19	1:2
101156	2012-06-30	3 9 2				3																9			2								14	2:1
101157	2012-07-02	1 2 8		1											2																8		11	1:2
101158	2012-07-03	7 9 8								7												9									8		24	2:1
101159	2012-07-04	0 1 4	0											1													4						5	1:2
101160	2012-07-05	0 7 8	0																	7											8		15	1:2
101161	2012-07-06	6 9 1							6													9		1									16	2:1
101162	2012-07-07	9 3 4										9				3											4						16	2:1
101163	2012-07-09	0 3 9	0													3																9	12	2:1
101164	2012-07-10	8 2 1									8				2									1									11	1:2
101165	2012-07-11	0 7 5	0																	7								5					12	2:1
101166	2012-07-12	6 0 5							6				0															5					11	1:2
101167	2012-07-13	6 2 3							6						2											3							11	1:2
101168	2012-07-14	7 7 9								7										7												9	23	3:0
101169	2012-07-16	7 9 6								7												9							6				22	2:1
101170	2012-07-17	0 9 9	0																			9										9	18	2:1
101171	2012-07-18	7 8 6								7											8								6				21	1:2
101172	2012-07-19	6 2 8							6						2																8		16	0:3
101173	2012-07-20	6 6 4							6										6								4						16	0:3
101174	2012-07-21	3 5 8				3												5													8		16	2:1
101175	2012-07-23	8 8 0									8										8		0										16	0:3
101176	2012-07-24	3 6 8				3													6												8		17	1:2
101177	2012-07-25	4 0 6					4						0																6				10	0:3
101178	2012-07-26	7 1 2								7				1											2								10	2:1
101179	2012-07-27	4 6 9					4												6													9	19	1:2
101180	2012-07-28	1 1 9		1										1																		9	11	3:0
101181	2012-07-30	8 5 0									8							5					0										13	1:2
101182	2012-07-31	3 8 8				3															8										8		19	1:2
101183	2012-08-01	9 1 3										9		1												3							13	3:0
101184	2012-08-02	0 7 5	0																	7								5					12	2:1
